subject_nr,count_trial,xpos,ypos,tm
1,3,-37,405,108543
1,3,-37,405,108554
1,3,-37,405,108564
1,3,-37,405,108574
1,3,-37,405,108584
1,3,-37,405,108594
1,3,-37,405,108604
1,3,-37,405,108614
1,3,-37,405,108624
1,3,-37,405,108634
1,3,-37,405,108644
1,3,-37,405,108654
1,3,-37,405,108664
1,3,-37,405,108674
1,3,-37,405,108684
1,3,-37,405,108694
1,3,-37,405,108704
1,3,-37,405,108714
1,3,-37,405,108724
1,3,-37,405,108734
1,3,-37,405,108744
1,3,-37,405,108754
1,3,-37,405,108764
1,3,-37,405,108774
1,3,-37,405,108784
1,3,-37,405,108794
1,3,-37,405,108804
1,3,-37,405,108814
1,3,-37,405,108824
1,3,-37,405,108834
1,3,-37,405,108844
1,3,-37,405,108854
1,3,-37,405,108864
1,3,-37,405,108874
1,3,-37,405,108884
1,3,-37,405,108894
1,3,-37,405,108904
1,3,-37,405,108914
1,3,-37,405,108924
1,3,-37,405,108934
1,3,-37,405,108944
1,3,-37,405,108954
1,3,-37,405,108964
1,3,-37,405,108974
1,3,-37,405,108984
1,3,-38,405,108994
1,3,-38,405,109004
1,3,-38,405,109014
1,3,-38,405,109024
1,3,-38,405,109034
1,3,-38,405,109044
1,3,-38,405,109054
1,3,-38,405,109064
1,3,-38,405,109074
1,3,-38,405,109084
1,3,-38,405,109094
1,3,-38,405,109104
1,3,-38,405,109114
1,3,-38,405,109124
1,3,-38,405,109134
1,3,-38,405,109144
1,3,-36,404,109154
1,3,-23,395,109164
1,3,-5,381,109174
1,3,29,352,109184
1,3,62,318,109194
1,3,122,231,109204
1,3,157,171,109214
1,3,194,105,109224
1,3,232,50,109234
1,3,314,-46,109244
1,3,351,-84,109254
1,3,392,-125,109264
1,3,430,-163,109274
1,3,496,-222,109284
1,3,521,-237,109294
1,3,532,-244,109304
1,3,545,-251,109314
1,3,565,-259,109324
1,3,569,-262,109334
1,3,572,-263,109344
1,3,573,-263,109354
1,3,573,-263,109364
1,3,573,-263,109374
1,3,573,-263,109384
1,3,573,-264,109394
1,3,573,-265,109404
1,3,573,-265,109414
1,3,573,-265,109424
1,3,573,-265,109434
1,3,573,-266,109444
1,3,572,-266,109454
1,3,572,-266,109464
1,3,572,-267,109474
1,3,572,-269,109484
1,3,571,-270,109494
1,3,571,-272,109504
1,3,571,-275,109514
1,3,572,-282,109524
1,3,573,-288,109534
1,3,573,-293,109544
1,3,574,-299,109554
1,3,575,-314,109564
1,3,576,-321,109574
1,3,577,-328,109584
1,3,578,-335,109594
1,3,578,-344,109604
1,3,578,-347,109614
1,3,578,-350,109624
1,3,578,-352,109634
1,3,578,-356,109644
1,3,578,-358,109654
1,3,578,-359,109664
1,3,578,-360,109674
1,3,578,-363,109684
1,3,578,-365,109694
1,3,578,-366,109704
1,3,578,-366,109714
1,3,578,-367,109724
1,3,578,-368,109734
1,3,578,-369,109744
1,3,578,-369,109754
1,3,578,-371,109764
1,3,578,-371,109774
1,3,578,-372,109784
1,3,578,-372,109794
1,3,578,-373,109804
1,3,578,-374,109814
1,3,578,-374,109824
1,3,578,-375,109834
1,3,578,-375,109844
1,3,578,-375,109854
1,3,578,-375,109864
1,3,578,-375,109874
1,3,578,-375,109884
1,3,578,-375,109894
1,3,578,-375,109904
1,3,578,-375,109914
1,3,578,-375,109924
1,3,578,-375,109930
1,4,37,447,115767
1,4,37,447,115777
1,4,37,447,115787
1,4,37,447,115797
1,4,37,447,115807
1,4,37,447,115817
1,4,37,447,115827
1,4,37,447,115837
1,4,37,447,115847
1,4,37,447,115857
1,4,37,447,115867
1,4,37,447,115877
1,4,37,447,115887
1,4,37,447,115897
1,4,37,447,115907
1,4,37,447,115917
1,4,37,447,115927
1,4,37,447,115937
1,4,37,447,115947
1,4,37,447,115957
1,4,37,447,115967
1,4,37,447,115977
1,4,37,447,115987
1,4,37,447,115997
1,4,37,447,116007
1,4,37,447,116017
1,4,37,447,116027
1,4,37,447,116037
1,4,37,447,116047
1,4,37,447,116057
1,4,37,447,116067
1,4,37,447,116077
1,4,37,447,116087
1,4,37,447,116097
1,4,37,447,116107
1,4,37,447,116117
1,4,37,447,116127
1,4,37,447,116137
1,4,37,447,116147
1,4,37,447,116157
1,4,37,447,116167
1,4,37,447,116177
1,4,37,447,116187
1,4,37,447,116197
1,4,37,447,116207
1,4,37,447,116217
1,4,37,447,116227
1,4,37,447,116237
1,4,37,447,116247
1,4,37,447,116257
1,4,37,447,116267
1,4,37,447,116277
1,4,37,447,116287
1,4,37,447,116297
1,4,37,447,116330
1,4,37,447,116340
1,4,37,447,116350
1,4,37,447,116360
1,4,37,447,116371
1,4,37,447,116381
1,4,37,447,116391
1,4,37,447,116401
1,4,37,447,116411
1,4,37,447,116421
1,4,37,447,116431
1,4,37,447,116441
1,4,37,447,116451
1,4,37,447,116461
1,4,37,447,116471
1,4,37,447,116481
1,4,37,447,116491
1,4,37,447,116501
1,4,37,447,116511
1,4,37,447,116521
1,4,37,447,116531
1,4,37,447,116541
1,4,38,447,116551
1,4,38,447,116561
1,4,38,447,116571
1,4,38,447,116581
1,4,39,447,116591
1,4,39,447,116601
1,4,39,447,116611
1,4,39,447,116621
1,4,39,447,116631
1,4,39,447,116641
1,4,39,447,116651
1,4,39,447,116661
1,4,39,447,116671
1,4,39,447,116681
1,4,39,447,116691
1,4,38,447,116701
1,4,37,447,116711
1,4,37,447,116721
1,4,34,444,116731
1,4,32,440,116741
1,4,28,433,116751
1,4,24,423,116761
1,4,20,408,116771
1,4,16,386,116781
1,4,10,329,116791
1,4,-2,275,116801
1,4,-29,180,116811
1,4,-48,142,116821
1,4,-80,103,116831
1,4,-106,71,116841
1,4,-154,16,116851
1,4,-181,-11,116861
1,4,-197,-33,116871
1,4,-220,-51,116881
1,4,-246,-76,116891
1,4,-258,-86,116901
1,4,-268,-94,116911
1,4,-273,-100,116921
1,4,-284,-108,116931
1,4,-286,-110,116941
1,4,-287,-111,116951
1,4,-288,-112,116961
1,4,-289,-114,116971
1,4,-290,-116,116981
1,4,-291,-121,116991
1,4,-292,-130,117001
1,4,-297,-149,117011
1,4,-302,-157,117021
1,4,-307,-163,117031
1,4,-313,-168,117041
1,4,-330,-180,117051
1,4,-341,-187,117061
1,4,-352,-194,117071
1,4,-365,-201,117081
1,4,-391,-214,117091
1,4,-401,-215,117101
1,4,-411,-219,117111
1,4,-421,-222,117121
1,4,-436,-224,117131
1,4,-444,-228,117141
1,4,-452,-233,117151
1,4,-457,-237,117161
1,4,-464,-243,117171
1,4,-465,-244,117181
1,4,-465,-244,117191
1,4,-465,-244,117201
1,4,-465,-244,117211
1,4,-465,-244,117221
1,4,-465,-244,117231
1,4,-465,-244,117241
1,4,-465,-244,117251
1,4,-464,-244,117261
1,4,-464,-244,117271
1,4,-463,-244,117281
1,4,-461,-244,117291
1,4,-461,-245,117301
1,4,-459,-245,117311
1,4,-457,-245,117321
1,4,-457,-245,117331
1,4,-457,-245,117341
1,4,-457,-245,117351
1,4,-457,-245,117361
1,4,-457,-245,117371
1,4,-457,-245,117381
1,4,-457,-245,117391
1,4,-457,-245,117401
1,4,-457,-245,117411
1,4,-457,-245,117421
1,4,-457,-245,117431
1,4,-457,-245,117441
1,4,-457,-245,117451
1,4,-457,-245,117461
1,4,-457,-245,117471
1,4,-457,-245,117481
1,4,-457,-245,117491
1,4,-457,-245,117501
1,4,-457,-245,117511
1,4,-457,-245,117521
1,4,-457,-245,117531
1,4,-457,-245,117541
1,4,-457,-245,117551
1,4,-457,-245,117561
1,4,-457,-245,117571
1,4,-457,-245,117581
1,4,-457,-245,117591
1,4,-457,-245,117601
1,4,-457,-248,117611
1,4,-455,-251,117621
1,4,-455,-255,117631
1,4,-454,-260,117641
1,4,-454,-273,117651
1,4,-454,-281,117661
1,4,-454,-293,117671
1,4,-454,-305,117681
1,4,-454,-333,117691
1,4,-454,-343,117701
1,4,-456,-353,117711
1,4,-457,-362,117721
1,4,-459,-376,117731
1,4,-460,-383,117741
1,4,-461,-386,117751
1,4,-464,-391,117761
1,4,-469,-399,117771
1,4,-471,-403,117781
1,4,-475,-406,117791
1,4,-477,-408,117801
1,4,-481,-411,117811
1,4,-483,-412,117821
1,4,-486,-413,117831
1,4,-489,-414,117841
1,4,-497,-414,117851
1,4,-503,-414,117861
1,4,-511,-414,117871
1,4,-517,-414,117881
1,4,-528,-414,117891
1,4,-532,-414,117901
1,4,-535,-414,117911
1,4,-537,-414,117921
1,4,-539,-414,117931
1,4,-540,-414,117941
1,4,-540,-414,117951
1,4,-540,-414,117961
1,4,-540,-414,117971
1,4,-540,-414,117978
1,5,8,437,122213
1,5,8,437,122223
1,5,8,437,122233
1,5,8,437,122243
1,5,8,437,122253
1,5,8,437,122263
1,5,8,437,122273
1,5,8,437,122283
1,5,8,437,122293
1,5,8,437,122303
1,5,8,437,122313
1,5,8,437,122323
1,5,8,437,122333
1,5,8,437,122343
1,5,8,437,122353
1,5,8,437,122363
1,5,8,437,122373
1,5,8,437,122383
1,5,8,437,122393
1,5,8,437,122403
1,5,8,437,122413
1,5,8,437,122423
1,5,8,437,122433
1,5,8,437,122443
1,5,8,437,122453
1,5,8,437,122463
1,5,8,437,122473
1,5,9,437,122483
1,5,12,437,122493
1,5,15,437,122503
1,5,19,437,122513
1,5,23,437,122523
1,5,23,437,122533
1,5,23,437,122543
1,5,23,437,122553
1,5,24,437,122563
1,5,24,437,122573
1,5,24,437,122583
1,5,26,438,122593
1,5,27,438,122603
1,5,27,439,122613
1,5,29,440,122623
1,5,29,440,122633
1,5,30,440,122643
1,5,30,440,122653
1,5,31,440,122663
1,5,32,440,122673
1,5,32,440,122683
1,5,32,440,122693
1,5,32,440,122703
1,5,32,440,122713
1,5,32,440,122723
1,5,32,441,122733
1,5,32,441,122743
1,5,32,441,122753
1,5,32,441,122763
1,5,32,441,122773
1,5,32,441,122783
1,5,32,441,122793
1,5,32,441,122803
1,5,32,441,122813
1,5,32,441,122823
1,5,32,441,122833
1,5,32,441,122843
1,5,32,441,122853
1,5,32,441,122863
1,5,32,441,122873
1,5,32,441,122883
1,5,32,441,122893
1,5,32,441,122903
1,5,32,441,122913
1,5,32,441,122923
1,5,32,441,122933
1,5,32,441,122943
1,5,32,441,122953
1,5,32,441,122963
1,5,32,441,122973
1,5,32,441,122983
1,5,32,441,122993
1,5,32,441,123003
1,5,32,441,123013
1,5,32,441,123023
1,5,32,441,123033
1,5,32,441,123043
1,5,32,441,123053
1,5,32,441,123063
1,5,32,441,123073
1,5,32,441,123083
1,5,32,441,123093
1,5,32,441,123103
1,5,32,441,123113
1,5,32,441,123123
1,5,32,441,123133
1,5,32,441,123143
1,5,32,441,123153
1,5,32,441,123163
1,5,32,441,123173
1,5,32,441,123183
1,5,36,438,123193
1,5,55,423,123203
1,5,71,403,123213
1,5,103,363,123223
1,5,139,308,123233
1,5,224,155,123243
1,5,270,70,123253
1,5,312,4,123263
1,5,355,-52,123273
1,5,443,-144,123283
1,5,479,-184,123293
1,5,517,-222,123303
1,5,533,-247,123313
1,5,550,-265,123323
1,5,554,-272,123333
1,5,558,-277,123343
1,5,563,-286,123353
1,5,567,-295,123363
1,5,567,-297,123373
1,5,567,-297,123383
1,5,567,-299,123393
1,5,565,-301,123403
1,5,563,-303,123413
1,5,562,-304,123423
1,5,560,-305,123433
1,5,558,-307,123443
1,5,557,-308,123453
1,5,556,-308,123463
1,5,556,-309,123473
1,5,554,-309,123483
1,5,553,-310,123493
1,5,552,-310,123503
1,5,551,-310,123513
1,5,551,-311,123523
1,5,549,-312,123533
1,5,549,-313,123543
1,5,549,-314,123553
1,5,548,-316,123563
1,5,548,-317,123573
1,5,548,-319,123583
1,5,548,-321,123593
1,5,549,-331,123603
1,5,551,-337,123613
1,5,554,-345,123623
1,5,555,-354,123633
1,5,557,-368,123643
1,5,557,-373,123653
1,5,557,-378,123663
1,5,557,-381,123673
1,5,556,-384,123683
1,5,556,-386,123693
1,5,556,-387,123703
1,5,555,-388,123713
1,5,555,-389,123723
1,5,555,-389,123733
1,5,555,-389,123743
1,5,555,-389,123753
1,5,555,-389,123763
1,5,555,-389,123773
1,5,555,-389,123783
1,5,555,-389,123793
1,5,555,-389,123803
1,5,555,-389,123813
1,5,555,-389,123819
1,6,-10,366,127892
1,6,-10,366,127903
1,6,-10,366,127913
1,6,-10,366,127923
1,6,-10,366,127933
1,6,-10,366,127943
1,6,-10,366,127953
1,6,-10,366,127963
1,6,-10,366,127973
1,6,-10,366,127983
1,6,-10,366,127993
1,6,-10,366,128003
1,6,-10,366,128013
1,6,-10,366,128023
1,6,-10,366,128033
1,6,-10,366,128043
1,6,-10,366,128053
1,6,-10,366,128063
1,6,-10,366,128073
1,6,-10,366,128083
1,6,-10,366,128093
1,6,-10,366,128103
1,6,-10,366,128113
1,6,-10,366,128123
1,6,-10,366,128133
1,6,-10,366,128143
1,6,-10,366,128153
1,6,-10,366,128163
1,6,-10,366,128173
1,6,-10,366,128183
1,6,-10,366,128193
1,6,-10,366,128203
1,6,-10,366,128213
1,6,-10,366,128223
1,6,-10,366,128233
1,6,-10,366,128243
1,6,-10,366,128253
1,6,-10,366,128263
1,6,-10,366,128273
1,6,-10,366,128283
1,6,-10,366,128293
1,6,-10,366,128304
1,6,-10,366,128314
1,6,-10,366,128324
1,6,-10,366,128334
1,6,-10,366,128344
1,6,-10,366,128354
1,6,-10,366,128364
1,6,-10,366,128374
1,6,-10,366,128384
1,6,-10,366,128394
1,6,-10,366,128404
1,6,-10,366,128414
1,6,-10,366,128424
1,6,-10,366,128434
1,6,-10,366,128444
1,6,-10,365,128454
1,6,-10,363,128464
1,6,-10,359,128474
1,6,-10,344,128484
1,6,-10,334,128494
1,6,-10,324,128504
1,6,-10,315,128514
1,6,-11,287,128524
1,6,-13,261,128534
1,6,-14,233,128544
1,6,-16,199,128554
1,6,-21,122,128564
1,6,-23,69,128574
1,6,-29,21,128584
1,6,-35,-33,128594
1,6,-64,-123,128604
1,6,-78,-154,128614
1,6,-90,-176,128624
1,6,-101,-186,128634
1,6,-130,-210,128644
1,6,-141,-218,128654
1,6,-159,-227,128664
1,6,-180,-238,128674
1,6,-215,-252,128684
1,6,-227,-255,128694
1,6,-241,-257,128704
1,6,-252,-258,128714
1,6,-264,-260,128724
1,6,-267,-261,128734
1,6,-268,-263,128744
1,6,-268,-263,128754
1,6,-269,-264,128764
1,6,-269,-264,128774
1,6,-269,-264,128784
1,6,-269,-264,128794
1,6,-269,-264,128804
1,6,-269,-264,128814
1,6,-269,-264,128824
1,6,-261,-265,128834
1,6,-194,-266,128844
1,6,-135,-266,128854
1,6,-77,-266,128864
1,6,-22,-266,128874
1,6,92,-266,128884
1,6,161,-268,128894
1,6,228,-270,128904
1,6,300,-270,128914
1,6,448,-279,128924
1,6,517,-281,128934
1,6,571,-287,128944
1,6,625,-295,128954
1,6,720,-312,128964
1,6,753,-319,128974
1,6,782,-323,128984
1,6,797,-324,128994
1,6,811,-325,129004
1,6,812,-325,129014
1,6,812,-325,129024
1,6,812,-325,129034
1,6,812,-326,129044
1,6,810,-327,129054
1,6,806,-328,129064
1,6,802,-329,129074
1,6,798,-330,129084
1,6,796,-331,129094
1,6,795,-332,129104
1,6,794,-332,129114
1,6,793,-334,129124
1,6,791,-335,129134
1,6,789,-336,129144
1,6,787,-338,129154
1,6,780,-345,129164
1,6,774,-350,129174
1,6,767,-355,129184
1,6,761,-359,129194
1,6,747,-371,129204
1,6,740,-378,129214
1,6,735,-381,129224
1,6,733,-384,129234
1,6,728,-386,129244
1,6,728,-387,129254
1,6,727,-387,129264
1,6,724,-388,129274
1,6,722,-389,129284
1,6,720,-389,129294
1,6,718,-389,129304
1,6,718,-389,129314
1,6,717,-389,129324
1,6,717,-389,129334
1,6,717,-389,129344
1,6,717,-389,129354
1,6,717,-389,129364
1,6,717,-389,129374
1,6,717,-389,129384
1,6,717,-389,129394
1,6,717,-389,129404
1,6,717,-389,129414
1,6,717,-389,129424
1,6,717,-389,129434
1,6,717,-389,129444
1,6,717,-389,129454
1,6,717,-389,129464
1,6,717,-389,129474
1,6,717,-389,129484
1,6,717,-389,129494
1,6,717,-389,129504
1,6,717,-389,129514
1,6,717,-389,129524
1,6,717,-389,129534
1,6,717,-389,129544
1,6,717,-389,129554
1,6,717,-389,129564
1,6,717,-389,129574
1,6,717,-389,129584
1,6,717,-389,129594
1,6,717,-389,129604
1,6,717,-389,129614
1,6,717,-389,129624
1,6,717,-389,129634
1,6,717,-389,129644
1,6,717,-389,129654
1,6,717,-389,129664
1,6,717,-389,129674
1,6,717,-389,129684
1,6,717,-389,129694
1,6,717,-389,129704
1,6,717,-389,129714
1,6,717,-389,129724
1,6,717,-389,129734
1,6,717,-389,129744
1,6,717,-389,129754
1,6,717,-389,129764
1,6,717,-389,129774
1,6,717,-389,129784
1,6,717,-389,129794
1,6,717,-389,129804
1,6,717,-389,129814
1,6,717,-389,129824
1,6,717,-389,129834
1,6,717,-389,129844
1,6,717,-389,129854
1,6,717,-389,129864
1,6,717,-389,129874
1,6,717,-389,129884
1,6,717,-389,129894
1,6,717,-389,129904
1,6,717,-389,129914
1,6,717,-389,129924
1,6,717,-389,129934
1,6,717,-389,129944
1,6,717,-389,129954
1,6,717,-389,129964
1,6,717,-389,129974
1,6,717,-389,129984
1,6,717,-389,129994
1,6,717,-389,130004
1,6,717,-389,130014
1,6,717,-389,130024
1,6,717,-389,130034
1,6,717,-389,130044
1,6,717,-389,130054
1,6,717,-389,130064
1,6,717,-389,130074
1,6,717,-389,130084
1,6,717,-389,130094
1,6,717,-389,130104
1,6,717,-389,130114
1,6,717,-389,130122
1,7,-26,381,133831
1,7,-26,381,133841
1,7,-26,381,133851
1,7,-26,381,133861
1,7,-26,381,133871
1,7,-26,381,133881
1,7,-26,381,133891
1,7,-26,381,133901
1,7,-26,381,133911
1,7,-26,381,133921
1,7,-26,381,133931
1,7,-26,381,133941
1,7,-26,381,133951
1,7,-26,381,133961
1,7,-26,381,133971
1,7,-26,381,133981
1,7,-26,381,133991
1,7,-26,381,134001
1,7,-26,381,134011
1,7,-26,381,134021
1,7,-26,381,134031
1,7,-26,381,134041
1,7,-26,381,134051
1,7,-26,381,134061
1,7,-26,381,134071
1,7,-26,381,134081
1,7,-26,381,134091
1,7,-26,381,134101
1,7,-26,381,134111
1,7,-26,381,134121
1,7,-26,381,134131
1,7,-26,381,134141
1,7,-26,381,134151
1,7,-26,381,134161
1,7,-26,381,134171
1,7,-26,381,134181
1,7,-26,381,134191
1,7,-26,381,134201
1,7,-26,381,134211
1,7,-26,381,134221
1,7,-26,381,134231
1,7,-26,381,134241
1,7,-26,381,134251
1,7,-26,381,134261
1,7,-26,381,134271
1,7,-26,381,134281
1,7,-26,381,134291
1,7,-26,381,134301
1,7,-26,381,134311
1,7,-26,381,134321
1,7,-26,381,134331
1,7,-26,381,134341
1,7,-26,381,134351
1,7,-26,381,134361
1,7,-26,381,134371
1,7,-26,381,134381
1,7,-26,381,134391
1,7,-26,381,134401
1,7,-26,381,134411
1,7,-26,381,134421
1,7,-26,381,134431
1,7,-26,381,134441
1,7,-26,381,134451
1,7,-26,381,134461
1,7,-26,381,134471
1,7,-26,380,134481
1,7,-26,371,134491
1,7,-26,361,134501
1,7,-26,347,134511
1,7,-26,321,134521
1,7,-34,230,134531
1,7,-48,175,134541
1,7,-67,119,134551
1,7,-86,74,134561
1,7,-118,0,134571
1,7,-134,-33,134581
1,7,-147,-69,134591
1,7,-162,-106,134602
1,7,-178,-183,134612
1,7,-185,-221,134622
1,7,-192,-256,134632
1,7,-192,-287,134642
1,7,-196,-326,134652
1,7,-196,-338,134662
1,7,-190,-349,134672
1,7,-182,-357,134682
1,7,-148,-373,134692
1,7,-121,-379,134702
1,7,-86,-383,134712
1,7,-49,-384,134722
1,7,59,-386,134732
1,7,117,-386,134742
1,7,184,-386,134752
1,7,250,-385,134762
1,7,361,-385,134772
1,7,414,-385,134782
1,7,461,-385,134792
1,7,497,-385,134802
1,7,556,-385,134812
1,7,575,-385,134822
1,7,589,-385,134832
1,7,598,-385,134842
1,7,611,-385,134852
1,7,613,-385,134862
1,7,616,-385,134872
1,7,617,-385,134882
1,7,619,-385,134892
1,7,619,-385,134902
1,7,619,-385,134912
1,7,619,-385,134922
1,7,621,-385,134932
1,7,621,-385,134942
1,7,622,-385,134952
1,7,624,-386,134962
1,7,627,-386,134972
1,7,628,-387,134982
1,7,629,-388,134992
1,7,629,-388,135002
1,7,629,-388,135012
1,7,629,-388,135022
1,7,629,-388,135032
1,7,629,-388,135042
1,7,629,-388,135050
1,8,-45,425,138788
1,8,-45,425,138798
1,8,-45,425,138808
1,8,-45,425,138818
1,8,-44,425,138828
1,8,-44,425,138838
1,8,-44,425,138848
1,8,-44,425,138858
1,8,-44,425,138868
1,8,-44,425,138878
1,8,-44,425,138888
1,8,-44,425,138898
1,8,-44,425,138908
1,8,-44,425,138918
1,8,-44,425,138928
1,8,-44,425,138938
1,8,-44,425,138948
1,8,-44,425,138958
1,8,-44,425,138968
1,8,-44,425,138978
1,8,-44,425,138988
1,8,-44,425,138998
1,8,-44,425,139008
1,8,-44,425,139018
1,8,-44,425,139028
1,8,-44,425,139038
1,8,-44,425,139048
1,8,-44,425,139058
1,8,-44,425,139068
1,8,-44,425,139078
1,8,-44,425,139088
1,8,-44,425,139098
1,8,-44,425,139108
1,8,-44,425,139118
1,8,-44,424,139128
1,8,-45,424,139138
1,8,-45,424,139148
1,8,-45,424,139158
1,8,-45,424,139168
1,8,-45,424,139178
1,8,-45,424,139188
1,8,-45,424,139198
1,8,-45,424,139208
1,8,-45,424,139218
1,8,-45,424,139228
1,8,-45,424,139238
1,8,-46,424,139248
1,8,-47,424,139258
1,8,-47,424,139268
1,8,-47,424,139278
1,8,-47,424,139288
1,8,-47,424,139298
1,8,-47,424,139308
1,8,-47,424,139318
1,8,-47,424,139328
1,8,-47,424,139338
1,8,-47,424,139348
1,8,-46,424,139358
1,8,-44,424,139368
1,8,-43,424,139378
1,8,-40,424,139388
1,8,-37,424,139398
1,8,-35,424,139408
1,8,-32,424,139418
1,8,-28,424,139428
1,8,-25,424,139438
1,8,-19,422,139448
1,8,-9,418,139458
1,8,43,385,139468
1,8,89,345,139478
1,8,135,302,139488
1,8,175,249,139498
1,8,265,121,139508
1,8,307,57,139518
1,8,351,-6,139528
1,8,391,-59,139538
1,8,471,-148,139548
1,8,505,-185,139558
1,8,532,-224,139568
1,8,546,-256,139578
1,8,548,-281,139588
1,8,548,-290,139598
1,8,543,-298,139608
1,8,536,-306,139618
1,8,515,-322,139628
1,8,497,-332,139638
1,8,469,-340,139648
1,8,440,-350,139658
1,8,371,-372,139668
1,8,334,-387,139678
1,8,297,-398,139688
1,8,261,-410,139698
1,8,173,-431,139708
1,8,121,-441,139718
1,8,67,-449,139728
1,8,8,-451,139738
1,8,-89,-453,139748
1,8,-128,-453,139758
1,8,-164,-453,139768
1,8,-198,-453,139778
1,8,-259,-453,139788
1,8,-292,-453,139798
1,8,-317,-453,139808
1,8,-343,-453,139818
1,8,-401,-448,139828
1,8,-426,-446,139838
1,8,-449,-446,139848
1,8,-463,-444,139858
1,8,-485,-440,139868
1,8,-492,-440,139878
1,8,-497,-440,139888
1,8,-503,-440,139898
1,8,-515,-439,139908
1,8,-524,-439,139918
1,8,-531,-439,139928
1,8,-537,-439,139938
1,8,-550,-439,139948
1,8,-553,-439,139958
1,8,-556,-439,139968
1,8,-557,-439,139978
1,8,-562,-438,139988
1,8,-565,-437,139998
1,8,-567,-436,140008
1,8,-570,-435,140018
1,8,-576,-433,140028
1,8,-577,-433,140038
1,8,-577,-433,140048
1,8,-577,-433,140058
1,8,-577,-433,140068
1,8,-577,-433,140078
1,8,-577,-433,140088
1,8,-577,-433,140098
1,8,-577,-433,140099
1,9,4,383,144140
1,9,4,383,144150
1,9,4,383,144160
1,9,5,383,144170
1,9,5,383,144180
1,9,5,383,144190
1,9,5,383,144200
1,9,5,382,144210
1,9,5,382,144220
1,9,5,382,144230
1,9,4,382,144240
1,9,4,382,144250
1,9,4,382,144260
1,9,4,382,144270
1,9,4,382,144280
1,9,4,382,144290
1,9,4,382,144300
1,9,4,382,144310
1,9,3,382,144320
1,9,3,382,144330
1,9,3,381,144340
1,9,2,381,144350
1,9,2,381,144360
1,9,2,381,144370
1,9,2,381,144380
1,9,2,381,144390
1,9,2,381,144400
1,9,1,381,144410
1,9,1,381,144420
1,9,1,381,144430
1,9,1,381,144440
1,9,1,381,144450
1,9,1,381,144460
1,9,1,381,144470
1,9,1,381,144480
1,9,0,381,144490
1,9,-1,381,144500
1,9,-1,381,144510
1,9,-1,381,144520
1,9,-1,381,144530
1,9,-1,381,144540
1,9,-1,381,144550
1,9,-1,381,144560
1,9,-1,381,144570
1,9,-2,381,144580
1,9,-2,381,144590
1,9,-2,381,144600
1,9,-2,381,144610
1,9,-2,380,144620
1,9,-2,379,144630
1,9,-2,378,144640
1,9,-2,376,144650
1,9,-3,375,144660
1,9,-3,375,144670
1,9,-3,375,144680
1,9,-3,375,144690
1,9,-3,375,144700
1,9,-3,375,144710
1,9,-3,375,144720
1,9,-3,375,144730
1,9,-3,375,144740
1,9,-3,375,144750
1,9,-3,375,144760
1,9,-3,375,144770
1,9,-3,375,144780
